Legacy_Name,glyph_name,ps_name,USV,Dir,DesignerOrder,fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / comment,bcp47tags,OTLang,Feat,MarkGroup
ydieresis,ydieresis,ydieresis,00FF,,236,*,y,y,dieresis,,,,,,,,,,,,
dotlessi,idotless,dotlessi,0131,,237,*,,,,,,,,,,,,,,,
OE,OE,OE,0152,,238,*,,,,,,,,,,,,,,,
oe,oe,oe,0153,,239,*,,,,,,,,,,,,,,,
Scaron,Scaron,Scaron,0160,,240,*,S,S,caron,,,,,,,,,,,,
scaron,scaron,scaron,0161,,241,*,s,s,caron,,,,,,,,,,,,
Ydieresis,Ydieresis,Ydieresis,0178,,242,*,Y,Y,dieresis,,,,,,,,,,,,
Zcaron,Zcaron,Zcaron,017D,,243,*,Z,Z,caron,,,,,,,,,,,,
zcaron,zcaron,zcaron,017E,,244,*,z,z,caron,,,,,,,,,,,,
florin,florin,florin,0192,,245,*,,,,,,,,,,,,,,,
,colontriangularmod,uni02D0,02D0,,246,*,,,,,,,,,,,,,,,
grave,grave,grave,0060,,247,*,,,,,,,,,,,,,,,
overscore,macron,macron,00AF,,248,*,,,,,,,,,,,,,,,
dieresis,dieresis,dieresis,00A8,,249,*,,,,,,,,,,,,,,,
acute,acute,acute,00B4,,250,*,,,,,,,,,,,,,,,
cedilla,cedilla,cedilla,00B8,,251,*,,,,,,,,,,,,,,,
circumflex,circumflex,circumflex,02C6,,252,*,,,,,,,,,,,,,,,
caron,caron,caron,02C7,,253,*,,,,,,,,,,,,,,,
modMacron,firsttonechinese,uni02C9,02C9,,254,*,,,,,,,,,,,,,,,
,breve,breve,02D8,,255,*,,,,,,,,,,,,,,,
,dotaccent,dotaccent,02D9,,256,*,,,,,,,,,,,,,,,
ring,ring,ring,02DA,,257,*,,,,,,,,,,,,,,,
,ogonek,ogonek,02DB,,258,*,,,,,,,,,,,,,,,
tilde,tilde,tilde,02DC,,259,*,,,,,,,,,,,,,,,
,hungarumlaut,hungarumlaut,02DD,,260,*,,,,,,,,,,,,,,,
,breve-cy,uni0306.cy,,,261,-,,,,,,,,,,,,,,,
,breveinvertedcomb,uni0311,,NSM,262,-,,,,,,,,,,,,,,,
,gravebelowcomb,uni0316,,NSM,263,-,,,,,,,,,,,,,,,
,acutebelowcomb,uni0317,,NSM,264,-,,,,,,,,,,,,,,,
,commaaccent,uni0326,,NSM,265,-,,,,,,,,,,,,,,,
,graphemejoinercomb,uni034F,034F,NSM,266,*,,,,,,,,,,,,,,# invs,
,pi,pi,03C0,,267,*,,,,,,,,,,,,,,,
absHamza,hamza-ar,uni0621,0621,AL,268,*,,,,,,,,,,,,,,,
absHighHamza,highhamza-ar,uni0674,0674,AL,269,*,,,,,,,,,,,,,,,
,highhamza-ar.loclMLY,uni0674.loclMLY,,AL,270,SHL,,hamza-ar,,,,,,,,,,ms,MLY,,
,rounddotbaseline-ar,uni0887,0887,AL,271,SHL,,,,,,,,,,14.0,,,,,
,rounddotraised-ar,uni0888,0888,AL,272,SHL,,,,,,,,,,14.0,,,,,
absAlef,alef-ar,uni0627,0627,AL,273,*,,,,,,,,,,,,,,,
,alef-ar.high,uni0627.high,,AL,274,MR,,,,,,,,,,,,,,,
,alef-ar.short,uni0627.short,,AL,275,MR,,,,,,,,,,,,,,,
,alef-ar.wide,uni0627.wide,,AL,276,MR,,,,,,,,,,,,,,,
,alef-ar.wideshort,uni0627.wideshort,,AL,277,MR,,,,,,,,,,,,,,,
,alef-ar.ss08,uni0627.ss08,,AL,278,MR,,,,,,,,,,,,,,,
,alef-ar.high.ss08,uni0627.high.ss08,,AL,279,MR,,,,,,,,,,,,,,,
absAlefFin,alef-ar.fina,uni0627.fina,,AL,280,*,,,,,,,,,,,,,,,
,alef-ar.fina.short,uni0627.fina.short,,AL,281,MR,,,,,,,,,,,,,,,
,alef-ar.fina.wide,uni0627.fina.wide,,AL,282,MR,,,,,,,,,,,,,,,
,alef-ar.fina.wideshort,uni0627.fina.wideshort,,AL,283,MR,,,,,,,,,,,,,,,
,alef-ar.fina.low,uni0627.fina.low,,AL,284,MR,,,,,,,,,,,,,,,
,alef-ar.fina.wide.low,uni0627.fina.wide.low,,AL,285,MR,,,,,,,,,,,,,,,
,alef-ar.fina.wideshort.low,uni0627.fina.wideshort.low,,AL,286,MR,,,,,,,,,,,,,,,
absAlefFin.postLamIni,_alef-ar.fina.postLamIni,,,AL,287,SHL,,,,,,,,,,,,,,,
absAlefFin.postLamMed,_alef-ar.fina.postLamMed,,,AL,288,SHL,,,,,,,,,,,,,,,
absAlefHamzaAbove,alefHamzaabove-ar,uni0623,0623,AL,289,*,absAlef,alef-ar,_hamza,,,,,,,,,,,,
absAlefHamzaAboveFin,alefHamzaabove-ar.fina,uni0623.fina,,AL,290,*,absAlefFin,alef-ar.fina,_hamza,,,,,,,,,,,,
absAlefHamzaAboveFin.postLamIni,_alefHamzaabove-ar.fina.postLamIni,,,AL,291,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,_hamza,,,,,,,,,,,,
absAlefHamzaAboveFin.postLamMed,_alefHamzaabove-ar.fina.postLamMed,,,AL,292,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,_hamza,,,,,,,,,,,,
# absAlefHamzaAbove.warsh,alefHamzaabove-ar.warsh,uni0623.warsh,,AL,293,-,absAlef,alef-ar,_hamza,,,,,,,,in Warsh these touch,,,"cv02=1,2",
# absAlefHamzaAboveFin.warsh,alefHamzaabove-ar.fina.warsh,uni0623.fina.warsh,,AL,294,-,absAlefFin,alef-ar.fina,_hamza,,,,,,,,in Warsh these touch,,,"cv02=1,2",
# absAlefHamzaAboveFin.postLamIni.warsh,_alefHamzaabove-ar.postLamIni.fina.warsh,,,AL,295,-,absAlefFin.postLamIni,alef-ar.fina.postLamIni,_hamza,,,,,,,,can't find examples,,,"cv02=1,2",
# absAlefHamzaAboveFin.postLamMed.warsh,_alefHamzaabove-ar.postLamMed.fina.warsh,,,AL,296,-,absAlefFin.postLamMed,alef-ar.fina.postLamMed,_hamza,,,,,,,,can't find examples,,,"cv02=1,2",
absAlefHamzaBelow,alefHamzabelow-ar,uni0625,0625,AL,297,*,absAlef,alef-ar,,_hamza,,,,,,,,,,,
absAlefHamzaBelowFin,alefHamzabelow-ar.fina,uni0625.fina,,AL,298,*,absAlefFin,alef-ar.fina,,_hamza,,,,,,,,,,,
absAlefHamzaBelowFin.postLamIni,_alefHamzabelow-ar.fina.postLamIni,,,AL,299,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,,_hamza,,,,,,,,,,,
absAlefHamzaBelowFin.postLamMed,_alefHamzabelow-ar.fina.postLamMed,,,AL,300,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,,_hamza,,,,,,,,,,,
# absAlefHamzaBelow.warsh,alefHamzabelow-ar.warsh,uni0625.warsh,,AL,301,-,absAlef,alef-ar,,_hamza,,,,,,,in Warsh these touch,,,"cv02=1,2",
# absAlefHamzaBelowFin.warsh,alefHamzabelow-ar.fina.warsh,uni0625.fina.warsh,,AL,302,-,absAlefFin,alef-ar.fina,,_hamza,,,,,,,in Warsh these touch,,,"cv02=1,2",
absAlefWavyHamzaAbove,alefWavyhamzaabove-ar,uni0672,0672,AL,303,SHL,absAlef,alef-ar,_wavyHamza,,,,,,,,,,,,
absAlefWavyHamzaAboveFin,alefWavyhamzaabove-ar.fina,uni0672.fina,,AL,304,SHL,absAlefFin,alef-ar.fina,_wavyHamza,,,,,,,,,,,,
absAlefWavyHamzaAboveFin.postLamIni,_alefWavyhamzaabove-ar.fina.postLamIni,,,AL,305,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,_wavyHamza,,,,,,,,,,,,
absAlefWavyHamzaAboveFin.postLamMed,_alefWavyhamzaabove-ar.fina.postLamMed,,,AL,306,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,_wavyHamza,,,,,,,,,,,,
absAlefWavyHamzaBelow,alefWavyhamzabelow-ar,uni0673,0673,AL,307,SHL,absAlef,alef-ar,,_wavyHamza,,,,,,,,,,,
absAlefWavyHamzaBelowFin,alefWavyhamzabelow-ar.fina,uni0673.fina,,AL,308,SHL,absAlefFin,alef-ar.fina,,_wavyHamza,,,,,,,,,,,
absAlefWavyHamzaBelowFin.postLamIni,_alefWavyhamzabelow-ar.fina.postLamIni,,,AL,309,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,,_wavyHamza,,,,,,,,,,,
absAlefWavyHamzaBelowFin.postLamMed,_alefWavyhamzabelow-ar.fina.postLamMed,,,AL,310,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,,_wavyHamza,,,,,,,,,,,
absAlefMaddaAbove,alefMadda-ar,uni0622,0622,AL,311,*,absAlef,alef-ar,_madda,,,,,,,,,,,,
absAlefMaddaAboveFin,alefMadda-ar.fina,uni0622.fina,,AL,312,*,absAlefFin,alef-ar.fina,_madda,,,,,,,,,,,,
absAlefMaddaAboveFin.postLamIni,_alefMadda-ar.fina.postLamIni,,,AL,313,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,_madda,,,,,,,,,,,,
absAlefMaddaAboveFin.postLamMed,_alefMadda-ar.fina.postLamMed,,,AL,314,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,_madda,,,,,,,,,,,,
absAlefMaddaAbove.small,alefMadda-ar.small,uni0622.small,,AL,315,SH,absAlef,alef-ar,_madda.small,,,,,,,,,,,cv60=1,
absAlefMaddaAboveFin.small,alefMadda-ar.fina.small,uni0622.fina.small,,AL,316,SH,absAlefFin,alef-ar.fina,_madda.small,,,,,,,,,,,cv60=1,
absAlefMaddaAboveFin.postLamIni.small,_alefMadda-ar.fina.postLamIni.small,,,AL,317,SH,absAlefFin.postLamIni,alef-ar.fina.postLamIni,_madda.small,,,,,,,,,,,cv60=1,
absAlefMaddaAboveFin.postLamMed.small,_alefMadda-ar.fina.postLamMed.small,,,AL,318,SH,absAlefFin.postLamMed,alef-ar.fina.postLamMed,_madda.small,,,,,,,,,,,cv60=1,
absAlefWasla,alefWasla-ar,uni0671,0671,AL,319,SHL,absAlef,alef-ar,_wasla,,,,,,,,,,,,
absAlefWaslaFin,alefWasla-ar.fina,uni0671.fina,,AL,320,SHL,absAlefFin,alef-ar.fina,_wasla,,,,,,,,,,,,
absAlefWaslaFin.postLamIni,_alefWasla-ar.fina.postLamIni,,,AL,321,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,_wasla,,,,,,,,,,,,
absAlefWaslaFin.postLamMed,_alefWasla-ar.fina.postLamMed,,,AL,322,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,_wasla,,,,,,,,,,,,
absHighHamzaAlef,highhamzaAlef-ar,uni0675,0675,AL,323,SHL,absAlef,alef-ar,_highHamza,,,,,,,,,,,,
absHighHamzaAlefFin,highhamzaAlef-ar.fina,uni0675.fina,,AL,324,SHL,absAlefFin,alef-ar.fina,_highHamza,,,,,,,,,,,,
absHighHamzaAlefFin.postLamIni,_highhamzaAlef-ar.fina.postLamIni,,,AL,325,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,_highHamza,,,,,,,,,,,,
absHighHamzaAlefFin.postLamMed,_highhamzaAlef-ar.fina.postLamMed,,,AL,326,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,_highHamza,,,,,,,,,,,,
absAlefDigitTwoAbove,alefTwoabove-ar,uni0773,0773,AL,327,SHL,absAlef,alef-ar,,,,,,_two,,5.1,,,,,
absAlefDigitTwoAboveFin,alefTwoabove-ar.fina,uni0773.fina,,AL,328,SHL,absAlefFin,alef-ar.fina,,,,,,_two,,5.1,,,,,
absAlefDigitTwoAboveFin.postLamIni,_alefTwoabove-ar.fina.postLamIni,,,AL,329,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,,,,,,_two,,5.1,,,,,
absAlefDigitTwoAboveFin.postLamMed,_alefTwoabove-ar.fina.postLamMed,,,AL,330,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,,,,,,_two,,5.1,,,,,
absAlefDigitThreeAbove,alefThreeabove-ar,uni0774,0774,AL,331,SHL,absAlef,alef-ar,,,,,,_three,,5.1,,,,,
absAlefDigitThreeAboveFin,alefThreeabove-ar.fina,uni0774.fina,,AL,332,SHL,absAlefFin,alef-ar.fina,,,,,,_three,,5.1,,,,,
absAlefDigitThreeAboveFin.postLamIni,_alefThreeabove-ar.fina.postLamIni,,,AL,333,SHL,absAlefFin.postLamIni,alef-ar.fina.postLamIni,,,,,,_three,,5.1,,,,,
absAlefDigitThreeAboveFin.postLamMed,_alefThreeabove-ar.fina.postLamMed,,,AL,334,SHL,absAlefFin.postLamMed,alef-ar.fina.postLamMed,,,,,,_three,,5.1,,,,,
,alefFathaattached-ar,uni0870,0870,AL,335,SHLMR,,alef-ar,,,,,,,,14.0,,,,,
,alefFathaattached-ar.fina,uni0870.fina,,AL,336,SHLMR,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefToprightfathaattached-ar,uni0871,0871,AL,337,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefToprightfathaattached-ar.fina,uni0871.fina,,AL,338,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefRightmiddlestroke-ar,uni0872,0872,AL,339,SHLMR,,alef-ar,,,,,,,,14.0,,,,,
,alefRightmiddlestroke-ar.fina,uni0872.fina,,AL,340,SHLMR,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefLeftmiddlestroke-ar,uni0873,0873,AL,341,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefLeftmiddlestroke-ar.fina,uni0873.fina,,AL,342,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefKasraattached-ar,uni0874,0874,AL,343,SHLMR,,alef-ar,,,,,,,,14.0,,,,,
,alefKasraattached-ar.fina,uni0874.fina,,AL,344,SHLMR,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefBottomrightkasraattached-ar,uni0875,0875,AL,345,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefBottomrightkasraattached-ar.fina,uni0875.fina,,AL,346,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefRounddotaboveattached-ar,uni0876,0876,AL,347,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefRounddotaboveattached-ar.fina,uni0876.fina,,AL,348,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefRightrounddotattached-ar,uni0877,0877,AL,349,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefRightrounddotattached-ar.fina,uni0877.fina,,AL,350,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefLeftrounddotattached-ar,uni0878,0878,AL,351,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefLeftrounddotattached-ar.fina,uni0878.fina,,AL,352,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefRounddotbelowattached-ar,uni0879,0879,AL,353,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefRounddotbelowattached-ar.fina,uni0879.fina,,AL,354,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefDotabove-ar,uni087A,087A,AL,355,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefDotabove-ar.fina,uni087A.fina,,AL,356,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefToprightfathaattachedDotabove-ar,uni087B,087B,AL,357,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefToprightfathaattachedDotabove-ar.fina,uni087B.fina,,AL,358,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefRightmiddlestrokeDotabove-ar,uni087C,087C,AL,359,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefRightmiddlestrokeDotabove-ar.fina,uni087C.fina,,AL,360,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefBottomrightkasraattachedDotabove-ar,uni087D,087D,AL,361,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefBottomrightkasraattachedDotabove-ar.fina,uni087D.fina,,AL,362,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefToprightfathaattachedLeftring-ar,uni087E,087E,AL,363,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefToprightfathaattachedLeftring-ar.fina,uni087E.fina,,AL,364,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefRightmiddlestrokeLeftring-ar,uni087F,087F,AL,365,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefRightmiddlestrokeLeftring-ar.fina,uni087F.fina,,AL,366,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefBottomrightkasraattachedLeftring-ar,uni0880,0880,AL,367,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefBottomrightkasraattachedLeftring-ar.fina,uni0880.fina,,AL,368,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefRighthamzaattached-ar,uni0881,0881,AL,369,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefRighthamzaattached-ar.fina,uni0881.fina,,AL,370,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
,alefLefthamzaattached-ar,uni0882,0882,AL,371,SHL,,alef-ar,,,,,,,,14.0,,,,,
,alefLefthamzaattached-ar.fina,uni0882.fina,,AL,372,SHL,,alef-ar.fina,,,,,,,,14.0,,,,,
# absAlefFatha,alef_fatha-ar,uni0627064E,0627_064E,AL,373,-,absAlef,alef-ar,fatha-ar,,,,,,,,,,,,
# absAlefFatha.warsh,alef_fatha-ar.warsh,uni0627064E.warsh,,AL,374,-,absAlef,alef-ar,fatha-ar,,,,,,,,in Warsh these touch,,,cv02=2,
# absAlefKasra,alef_kasra-ar,uni06270650,0627_0650,AL,375,-,absAlef,alef-ar,kasra-ar,,,,,,,,,,,,
# absAlefKasra.warsh,alef_kasra-ar.warsh,uni06270650.warsh,,AL,376,-,absAlef,alef-ar,kasra-ar,,,,,,,,in Warsh these touch,,,cv02=2,
absBehNoDots,behDotless-ar,uni066E,066E,AL,377,*,,,,,,,,,,,,,,,
absBehNoDotsFin,behDotless-ar.fina,uni066E.fina,,AL,378,*,,,,,,,,,,,,,,,
absBehNoDotsMed,behDotless-ar.medi,uni066E.medi,,AL,379,*,,,,,,,,,,,,,,,
absBehNoDotsIni,behDotless-ar.init,uni066E.init,,AL,380,*,,,,,,,,,,,,,,,
,behDotless-ar.medi.flat,uni066E.medi.flat,,AL,381,MR,,,,,,,,,,,,,,,
absBeh,beh-ar,uni0628,0628,AL,382,*,absBehNoDots,behDotless-ar,,_dot1,,,,,,,,,,,
absBehFin,beh-ar.fina,uni0628.fina,,AL,383,*,absBehNoDotsFin,behDotless-ar.fina,,_dot1,,,,,,,,,,,
absBehMed,beh-ar.medi,uni0628.medi,,AL,384,*,absBehNoDotsMed,behDotless-ar.medi,,_dot1,,,,,,,,,,,
absBehIni,beh-ar.init,uni0628.init,,AL,385,*,absBehNoDotsIni,behDotless-ar.init,,_dot1,,,,,,,,,,,
,beh-ar.medi.flat,uni0628.medi.flat,,AL,386,MR,,,,,,,,,,,,,,,
,beh-ar.init.alt,uni0628.init.alt,,AL,387,MR,,,,,,,,,,,,,,,
absPeh,peh-ar,uni067E,067E,AL,388,*,absBehNoDots,behDotless-ar,,_dot3d,,,,,,,,,,,
absPehFin,peh-ar.fina,uni067E.fina,,AL,389,*,absBehNoDotsFin,behDotless-ar.fina,,_dot3d,,,,,,,,,,,
absPehMed,peh-ar.medi,uni067E.medi,,AL,390,*,absBehNoDotsMed,behDotless-ar.medi,,_dot3d,,,,,,,,,,,
absPehIni,peh-ar.init,uni067E.init,,AL,391,*,absBehNoDotsIni,behDotless-ar.init,,_dot3d,,,,,,,,,,,
,peh-ar.medi.flat,uni067E.medi.flat,,AL,392,MR,,,,,,,,,,,,,,,
absPehSmallV,pehVabove-ar,uni08BE,08BE,AL,393,SHL,absBehNoDots,behDotless-ar,_smallV,_dot3d,,,,,,13.0,,,,,
absPehSmallVFin,pehVabove-ar.fina,uni08BE.fina,,AL,394,SHL,absBehNoDotsFin,behDotless-ar.fina,_smallV,_dot3d,,,,,,13.0,,,,,
absPehSmallVMed,pehVabove-ar.medi,uni08BE.medi,,AL,395,SHL,absBehNoDotsMed,behDotless-ar.medi,_smallV,_dot3d,,,,,,13.0,,,,,
absPehSmallVIni,pehVabove-ar.init,uni08BE.init,,AL,396,SHL,absBehNoDotsIni,behDotless-ar.init,_smallV,_dot3d,,,,,,13.0,,,,,
absBeeh,beeh-ar,uni067B,067B,AL,397,*,absBehNoDots,behDotless-ar,,_dot2v,,,,,,,,,,,
absBeehFin,beeh-ar.fina,uni067B.fina,,AL,398,*,absBehNoDotsFin,behDotless-ar.fina,,_dot2v,,,,,,,,,,,
absBeehMed,beeh-ar.medi,uni067B.medi,,AL,399,*,absBehNoDotsMed,behDotless-ar.medi,,_dot2v,,,,,,,,,,,
absBeehIni,beeh-ar.init,uni067B.init,,AL,400,*,absBehNoDotsIni,behDotless-ar.init,,_dot2v,,,,,,,,,,,
,beeh-ar.ss05,uni067B.ss05,,AL,401,-,,behDotless-ar,threedotsabovesmall-ar,_dot1,,,,,,,,,,# ss05,
,beeh-ar.fina.ss05,uni067B.fina.ss05,,AL,402,-,,behDotless-ar.fina,threedotsabovesmall-ar,_dot1,,,,,,,,,,# ss05,
,beeh-ar.medi.ss05,uni067B.medi.ss05,,AL,403,-,,behDotless-ar.medi,threedotsabovesmall-ar,_dot1,,,,,,,,,,# ss05,
,beeh-ar.init.ss05,uni067B.init.ss05,,AL,404,-,,behDotless-ar.init,threedotsabovesmall-ar,_dot1,,,,,,,,,,# ss05,
,beeh-ar.medi.flat.ss05,uni067B.medi.flat.ss05,,AL,405,-,,,,,,,,,,,,,,# ss05,
,beeh-ar.medi.flat,uni067B.medi.flat,,AL,406,MR,,,,,,,,,,,,,,,
absBeheh,beheh-ar,uni0680,0680,AL,407,SHL,absBehNoDots,behDotless-ar,,_dot4,,,,,,,,,,,
absBehehFin,beheh-ar.fina,uni0680.fina,,AL,408,SHL,absBehNoDotsFin,behDotless-ar.fina,,_dot4,,,,,,,,,,,
absBehehMed,beheh-ar.medi,uni0680.medi,,AL,409,SHL,absBehNoDotsMed,behDotless-ar.medi,,_dot4,,,,,,,,,,,
absBehehIni,beheh-ar.init,uni0680.init,,AL,410,SHL,absBehNoDotsIni,behDotless-ar.init,,_dot4,,,,,,,,,,,
absTeh,teh-ar,uni062A,062A,AL,411,*,absBehNoDots,behDotless-ar,_dot2h,,,,,,,,,,,,
absTehFin,teh-ar.fina,uni062A.fina,,AL,412,*,absBehNoDotsFin,behDotless-ar.fina,_dot2h,,,,,,,,,,,,
absTehMed,teh-ar.medi,uni062A.medi,,AL,413,*,absBehNoDotsMed,behDotless-ar.medi,_dot2h,,,,,,,,,,,,
absTehIni,teh-ar.init,uni062A.init,,AL,414,*,absBehNoDotsIni,behDotless-ar.init,_dot2h,,,,,,,,,,,,
,teh-ar.medi.flat,uni062A.medi.flat,,AL,415,MR,,,,,,,,,,,,,,,
absTehRing,tehRing-ar,uni067C,067C,AL,416,SHL,absBehNoDots,behDotless-ar,_dot2h,,,_ring,,,,,,,,,
absTehRingFin,tehRing-ar.fina,uni067C.fina,,AL,417,SHL,absBehNoDotsFin,behDotless-ar.fina,_dot2h,,,_ring,,,,,,,,,
absTehRingMed,tehRing-ar.medi,uni067C.medi,,AL,418,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot2h,,,_ring,,,,,,,,,
absTehRingIni,tehRing-ar.init,uni067C.init,,AL,419,SHL,absBehNoDotsIni,behDotless-ar.init,_dot2h,,,_ring,,,,,,,,,
absTehThreeDotsAboveDownwards,tehThreedotsdown-ar,uni067D,067D,AL,420,SHLMR,absBehNoDots,behDotless-ar,_dot3d,,,,,,,,,,,,
absTehThreeDotsAboveDownwardsFin,tehThreedotsdown-ar.fina,uni067D.fina,,AL,421,SHLMR,absBehNoDotsFin,behDotless-ar.fina,_dot3d,,,,,,,,,,,,
absTehThreeDotsAboveDownwardsMed,tehThreedotsdown-ar.medi,uni067D.medi,,AL,422,SHLMR,absBehNoDotsMed,behDotless-ar.medi,_dot3d,,,,,,,,,,,,
,tehThreedotsdown-ar.medi.flat,uni067D.medi.flat,,AL,423,MR,,,,,,,,,,,,,,,
absTehThreeDotsAboveDownwardsIni,tehThreedotsdown-ar.init,uni067D.init,,AL,424,SHLMR,absBehNoDotsIni,behDotless-ar.init,_dot3d,,,,,,,,,,,,
absTehSmallV,tehVabove-ar,uni08BF,08BF,AL,425,SHL,absBehNoDots,behDotless-ar,_dot2h_smallV,,,,,,,13.0,,,,,
absTehSmallVFin,tehVabove-ar.fina,uni08BF.fina,,AL,426,SHL,absBehNoDotsFin,behDotless-ar.fina,_dot2h_smallV,,,,,,,13.0,,,,,
absTehSmallVMed,tehVabove-ar.medi,uni08BF.medi,,AL,427,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot2h_smallV,,,,,,,13.0,,,,,
absTehSmallVIni,tehVabove-ar.init,uni08BF.init,,AL,428,SHL,absBehNoDotsIni,behDotless-ar.init,_dot2h_smallV,,,,,,,13.0,,,,,
absTheh,theh-ar,uni062B,062B,AL,429,*,absBehNoDots,behDotless-ar,_dot3u,,,,,,,,,,,,
absThehFin,theh-ar.fina,uni062B.fina,,AL,430,*,absBehNoDotsFin,behDotless-ar.fina,_dot3u,,,,,,,,,,,,
absThehMed,theh-ar.medi,uni062B.medi,,AL,431,*,absBehNoDotsMed,behDotless-ar.medi,_dot3u,,,,,,,,,,,,
absThehIni,theh-ar.init,uni062B.init,,AL,432,*,absBehNoDotsIni,behDotless-ar.init,_dot3u,,,,,,,,,,,,
,theh-ar.medi.flat,uni062B.medi.flat,,AL,433,MR,,,,,,,,,,,,,,,
absTteh,tteh-ar,uni0679,0679,AL,434,SHL,absBehNoDots,behDotless-ar,_tah,,,,,,,,,,,,
absTtehFin,tteh-ar.fina,uni0679.fina,,AL,435,SHL,absBehNoDotsFin,behDotless-ar.fina,_tah,,,,,,,,,,,,
absTtehMed,tteh-ar.medi,uni0679.medi,,AL,436,SHL,absBehNoDotsMed,behDotless-ar.medi,_tah,,,,,,,,,,,,
absTtehIni,tteh-ar.init,uni0679.init,,AL,437,SHL,absBehNoDotsIni,behDotless-ar.init,_tah,,,,,,,,,,,,
absTtehSmallV,ttehVabove-ar,uni08C0,08C0,AL,438,SHL,absBehNoDots,behDotless-ar,_tah_smallV,,,,,,,13.0,,,,,
absTtehSmallVFin,ttehVabove-ar.fina,uni08C0.fina,,AL,439,SHL,absBehNoDotsFin,behDotless-ar.fina,_tah_smallV,,,,,,,13.0,,,,,
absTtehSmallVMed,ttehVabove-ar.medi,uni08C0.medi,,AL,440,SHL,absBehNoDotsMed,behDotless-ar.medi,_tah_smallV,,,,,,,13.0,,,,,
absTtehSmallVIni,ttehVabove-ar.init,uni08C0.init,,AL,441,SHL,absBehNoDotsIni,behDotless-ar.init,_tah_smallV,,,,,,,13.0,,,,,
absTteheh,tteheh-ar,uni067A,067A,AL,442,SHL,absBehNoDots,behDotless-ar,_dot2v,,,,,,,,,,,,
absTtehehFin,tteheh-ar.fina,uni067A.fina,,AL,443,SHL,absBehNoDotsFin,behDotless-ar.fina,_dot2v,,,,,,,,,,,,
absTtehehMed,tteheh-ar.medi,uni067A.medi,,AL,444,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot2v,,,,,,,,,,,,
absTtehehIni,tteheh-ar.init,uni067A.init,,AL,445,SHL,absBehNoDotsIni,behDotless-ar.init,_dot2v,,,,,,,,,,,,
