Legacy_Name	glyph_name	ps_name	USV	Dir	DesignerOrder	fonts	base	Glyphsbase	above	below	center	ring	through	aboveLeft	MirrorGlyph	UnicodeVer	old name / commet	bcp47tags	OTLang	Feat	MarkGroup
absNoonRingFin	noonRing-ar.fina	uni06BC.fina		AL	970	SHL	absNoonGhunnaFin	noonghunna-ar.fina	_dot1			_ring									
absNoonRingMed	noonRing-ar.medi	uni06BC.medi		AL	971	SHL	absBehNoDotsMed	behDotless-ar.medi	_dot1			_ring									
absNoonRingIni	noonRing-ar.init	uni06BC.init		AL	972	SHL	absBehNoDotsIni	behDotless-ar.init	_dot1			_ring									
absNoonThreeDotsAbove	noonThreedotsabove-ar	uni06BD	06BD	AL	973	SHL	absNoonGhunna	noonghunna-ar	_dot3u												
absNoonThreeDotsAboveFin	noonThreedotsabove-ar.fina	uni06BD.fina		AL	974	SHL	absNoonGhunnaFin	noonghunna-ar.fina	_dot3u												
absNoonThreeDotsAboveMed	noonThreedotsabove-ar.medi	uni06BD.medi		AL	975	SHL	absBehNoDotsMed	behDotless-ar.medi		_dot3d											
absNoonThreeDotsAboveIni	noonThreedotsabove-ar.init	uni06BD.init		AL	976	SHL	absBehNoDotsIni	behDotless-ar.init		_dot3d											
absNoonTwoDotsBelow	noonTwodotsbelow-ar	uni0767	0767	AL	977	SHLM	absNoonGhunna	noonghunna-ar	_dot1	_dot2h											
absNoonTwoDotsBelowFin	noonTwodotsbelow-ar.fina	uni0767.fina		AL	978	SHLM	absNoonGhunnaFin	noonghunna-ar.fina	_dot1	_dot2h											
absNoonTwoDotsBelowMed	noonTwodotsbelow-ar.medi	uni0767.medi		AL	979	SHLM	absBehNoDotsMed	behDotless-ar.medi	_dot1	_dot2h											
absNoonTwoDotsBelowIni	noonTwodotsbelow-ar.init	uni0767.init		AL	980	SHLM	absBehNoDotsIni	behDotless-ar.init	_dot1	_dot2h											
absNoonRetro	noonTahabove-ar	uni0768	0768	AL	981	SHL	absNoonGhunna	noonghunna-ar	_dot1_tah												
absNoonRetroFin	noonTahabove-ar.fina	uni0768.fina		AL	982	SHL	absNoonGhunnaFin	noonghunna-ar.fina	_dot1_tah												
absNoonRetroMed	noonTahabove-ar.medi	uni0768.medi		AL	983	SHL	absBehNoDotsMed	behDotless-ar.medi	_dot1_tah												
absNoonRetroIni	noonTahabove-ar.init	uni0768.init		AL	984	SHL	absBehNoDotsIni	behDotless-ar.init	_dot1_tah												
absNoonSmallV	noonVabove-ar	uni0769	0769	AL	985	SHL	absNoonGhunna	noonghunna-ar	_dot1_smallV												
absNoonSmallVFin	noonVabove-ar.fina	uni0769.fina		AL	986	SHL	absNoonGhunnaFin	noonghunna-ar.fina	_dot1_smallV												
absNoonSmallVMed	noonVabove-ar.medi	uni0769.medi		AL	987	SHL	absBehNoDotsMed	behDotless-ar.medi	_dot1_smallV												
absNoonSmallVIni	noonVabove-ar.init	uni0769.init		AL	988	SHL	absBehNoDotsIni	behDotless-ar.init	_dot1_smallV												
absAfricanNoon	noonAfrican-ar	uni08BD	08BD	AL	989	SHM	absNoonGhunna	noonghunna-ar								9.0					
absAfricanNoonFin	noonAfrican-ar.fina	uni08BD.fina		AL	990	SHM	absNoonGhunnaFin	noonghunna-ar.fina								9.0					
absAfricanNoonMed	noonAfrican-ar.medi	uni08BD.medi		AL	991	SHM	absBehNoDotsMed	behDotless-ar.medi	_dot1							9.0					
absAfricanNoonIni	noonAfrican-ar.init	uni08BD.init		AL	992	SHM	absBehNoDotsIni	behDotless-ar.init	_dot1							9.0					
absHeh	heh-ar	uni0647	0647	AL	993	SHLM	absAe	ae-ar													
absHehFin	heh-ar.fina	uni0647.fina		AL	994	SHLM	absAeFin	ae-ar.fina													
absHehMed	heh-ar.medi	uni0647.medi		AL	995	SHLM	absHehDoachashmeeMed	hehDoachashmee-ar.medi													
absHehIni	heh-ar.init	uni0647.init		AL	996	SHLM	absHehDoachashmeeIni	hehDoachashmee-ar.init													
absHeh.knotted	heh-ar.knotted	uni0647.knotted		AL	997	SHL	absHehDoachashmee	hehDoachashmee-ar									"Kurdish, Sindhi"	"sd,ku"	"SND,KUR"	"cv48=1,3"	
absHehFin.knottedFlat	heh-ar.knottedFlat.fina	uni0647.knottedFlat.fina		AL	998	L	absHehDoachashmeeFin	hehDoachashmee-ar.fina									unused?				
absHehFin.knottedHigh	heh-ar.knottedHigh.fina	uni0647.knottedHigh.fina		AL	999	SHL											"Kurdish, Sindhi"			"cv48=1,3"	
absHehMed.knottedHigh	heh-ar.knottedHigh.medi	uni0647.knottedHigh.medi		AL	1000	SHL											Sindhi			"cv48=1,3"	
absHehFin.hooked	heh-ar.hooked.fina	uni0647.hooked.fina		AL	1001	SHL	absHehGoalFin	hehgoal-ar.fina									Urdu	ur	URD	cv48=2	
absHehMed.hooked	heh-ar.hooked.medi	uni0647.hooked.medi		AL	1002	SHL	absHehGoalMed	hehgoal-ar.medi									Urdu	ur	URD	cv48=2	
absHehIni.hooked	heh-ar.hooked.init	uni0647.hooked.init		AL	1003	SHL	absHehGoalIni	hehgoal-ar.init									Urdu	ur	URD	cv48=2	
absHehYehAbove	hehHamzaabove-ar	uni06C0	06C0	AL	1004	SHL	absAe	ae-ar	_hamza												
absHehYehAboveFin	hehHamzaabove-ar.fina	uni06C0.fina		AL	1005	SHL	absAeFin	ae-ar.fina	_hamza												
absHehGoal	hehgoal-ar	uni06C1	06C1	AL	1006	SHL	absAe	ae-ar													
absHehGoalFin	hehgoal-ar.fina	uni06C1.fina		AL	1007	SHL															
absHehGoalMed	hehgoal-ar.medi	uni06C1.medi		AL	1008	SHL															
absHehGoalIni	hehgoal-ar.init	uni06C1.init		AL	1009	SHL															
absHehGoalHamzaAbove	hehgoalHamzaabove-ar	uni06C2	06C2	AL	1010	SHL	absAe	ae-ar	_hamza												
absHehGoalHamzaAboveFin	hehgoalHamzaabove-ar.fina	uni06C2.fina		AL	1011	SHL	absHehGoalFin	hehgoal-ar.fina	_hamza												
absHehGoalHamzaAboveMed	hehgoalHamzaabove-ar.medi	uni06C2.medi		AL	1012	SHL	absHehGoalMed	hehgoal-ar.medi	_hamza												
absHehGoalHamzaAboveIni	hehgoalHamzaabove-ar.init	uni06C2.init		AL	1013	SHL	absHehGoalIni	hehgoal-ar.init	_hamza												
absHehDoachashmee	hehDoachashmee-ar	uni06BE	06BE	AL	1014	SHL															
absHehDoachashmeeFin	hehDoachashmee-ar.fina	uni06BE.fina		AL	1015	SHL															
absHehDoachashmeeMed	hehDoachashmee-ar.medi	uni06BE.medi		AL	1016	SHL															
absHehDoachashmeeIni	hehDoachashmee-ar.init	uni06BE.init		AL	1017	SHL															
absHehHat	hehVinvertedabove-ar	uni06FF	06FF	AL	1018	SHL	absHehDoachashmee	hehDoachashmee-ar	_hat												
absHehHatFin	hehVinvertedabove-ar.fina	uni06FF.fina		AL	1019	SHL	absHehFin.knottedHigh	heh-ar.knottedHigh.fina	_hat												
absHehHatMed	hehVinvertedabove-ar.medi	uni06FF.medi		AL	1020	SHL	absHehMed.knottedHigh	heh-ar.knottedHigh.medi	_hat												
absHehHatIni	hehVinvertedabove-ar.init	uni06FF.init		AL	1021	SHL	absHehDoachashmeeIni	hehDoachashmee-ar.init	_hat												
absTehMarbuta	tehMarbuta-ar	uni0629	0629	AL	1022	SHLM	absAe	ae-ar	_dot2h												
absTehMarbutaFin	tehMarbuta-ar.fina	uni0629.fina		AL	1023	SHLM	absAeFin	ae-ar.fina	_dot2h												
absTehMarbutaGoal	tehMarbutagoal-ar	uni06C3	06C3	AL	1024	SHL	absAe	ae-ar	_dot2h												
absTehMarbutaGoalFin	tehMarbutagoal-ar.fina	uni06C3.fina		AL	1025	SHL	absHehGoalFin	hehgoal-ar.fina	_dot2h												
absAe	ae-ar	uni06D5	06D5	AL	1026	SHL															
absAeFin	ae-ar.fina	uni06D5.fina		AL	1027	SHL															
absWaw	waw-ar	uni0648	0648	AL	1028	*															
absWawFin	waw-ar.fina	uni0648.fina		AL	1029	*															
absHighHamzaWaw	highhamzaWaw-ar	uni0676	0676	AL	1030	SHL	absWaw	waw-ar	_highHamza												
absHighHamzaWawFin	highhamzaWaw-ar.fina	uni0676.fina		AL	1031	SHL	absWawFin	waw-ar.fina	_highHamza												
absUHamzaAbove	uHamzaabove-ar	uni0677	0677	AL	1032	SHL	absWaw	waw-ar	_hamzaDamma												
absUHamzaAboveFin	uHamzaabove-ar.fina	uni0677.fina		AL	1033	SHL	absWawFin	waw-ar.fina	_hamzaDamma												
absUHamzaAbove.filled	uHamzaabove-ar.filled	uni0677.filled		AL	1034	SHL	absWaw	waw-ar	_hamzaDamma.filled											cv50=1	
absUHamzaAboveFin.filled	uHamzaabove-ar.filled.fina	uni0677.filled.fina		AL	1035	SHL	absWawFin	waw-ar.fina	_hamzaDamma.filled												
absU	u-ar	uni06C7	06C7	AL	1036	SHL	absWaw	waw-ar	_damma												
absUFin	u-ar.fina	uni06C7.fina		AL	1037	SHL	absWawFin	waw-ar.fina	_damma												
absU.filled	u-ar.filled	uni06C7.filled		AL	1038	SHL	absWaw	waw-ar	_damma.filled											cv50=1	
absUFin.filled	u-ar.filled.fina	uni06C7.filled.fina		AL	1039	SHL	absWawFin	waw-ar.fina	_damma.filled												
absWawRing	wawring-ar	uni06C4	06C4	AL	1040	SHL	absWaw	waw-ar				_ring									
absWawRingFin	wawring-ar.fina	uni06C4.fina		AL	1041	SHL	absWawFin	waw-ar.fina				_ring									
absWawTwoDotsAbove	wawTwodots-ar	uni06CA	06CA	AL	1042	SHL	absWaw	waw-ar	_dot2h												
absWawTwoDotsAboveFin	wawTwodots-ar.fina	uni06CA.fina		AL	1043	SHL	absWawFin	waw-ar.fina	_dot2h												
absWawDotAbove	wawDotabove-ar	uni06CF	06CF	AL	1044	SHL	absWaw	waw-ar	_dot1												
absWawDotAboveFin	wawDotabove-ar.fina	uni06CF.fina		AL	1045	SHL	absWawFin	waw-ar.fina	_dot1												
absWawHamzaAbove	wawHamzaabove-ar	uni0624	0624	AL	1046	SHLM	absWaw	waw-ar	_hamza												
absWawHamzaAboveFin	wawHamzaabove-ar.fina	uni0624.fina		AL	1047	SHLM	absWawFin	waw-ar.fina	_hamza												
absWawDigitTwoAbove	wawTwoabove-ar	uni0778	0778	AL	1048	SHL	absWaw	waw-ar	_two							5.1					
absWawDigitTwoAboveFin	wawTwoabove-ar.fina	uni0778.fina		AL	1049	SHL	absWawFin	waw-ar.fina	_two							5.1					
absWawDigitThreeAbove	wawThreeAbove-ar	uni0779	0779	AL	1050	SHL	absWaw	waw-ar	_three							5.1					
absWawDigitThreeAboveFin	wawThreeAbove-ar.fina	uni0779.fina		AL	1051	SHL	absWawFin	waw-ar.fina	_three							5.1					
absWawDotWithin	wawDotcenter-ar	uni08AB	08AB	AL	1052	SH	absWaw	waw-ar			_dot1					6.1					
absWawDotWithinFin	wawDotcenter-ar.fina	uni08AB.fina		AL	1053	SH	absWawFin	waw-ar.fina			_dot1					6.1					
absStraightWaw	wawStraight-ar	uni08B1	08B1	AL	1054	SH										7.0					
absStraightWawFin	wawStraight-ar.fina	uni08B1.fina		AL	1055	SH										7.0					
absKirghizOe	kirghizoe-ar	uni06C5	06C5	AL	1056	SHL	absWaw	waw-ar					_bar								
absKirghizOeFin	kirghizoe-ar.fina	uni06C5.fina		AL	1057	SHL	absWawFin	waw-ar.fina					_bar								
absOe	oe-ar	uni06C6	06C6	AL	1058	SHLM	absWaw	waw-ar	_smallV												
absOeFin	oe-ar.fina	uni06C6.fina		AL	1059	SHLM	absWawFin	waw-ar.fina	_smallV												
absYu	yu-ar	uni06C8	06C8	AL	1060	SHLM	absWaw	waw-ar	_vline												
absYuFin	yu-ar.fina	uni06C8.fina		AL	1061	SHLM	absWawFin	waw-ar.fina	_vline												
absKirghizYu	kirghizyu-ar	uni06C9	06C9	AL	1062	SHLM	absWaw	waw-ar	_hat												
absKirghizYuFin	kirghizyu-ar.fina	uni06C9.fina		AL	1063	SHLM	absWawFin	waw-ar.fina	_hat												
absVe	ve-ar	uni06CB	06CB	AL	1064	SHL	absWaw	waw-ar	_dot3u												
absVeFin	ve-ar.fina	uni06CB.fina		AL	1065	SHL	absWawFin	waw-ar.fina	_dot3u												
absAlefMaksura	alefMaksura-ar	uni0649	0649	AL	1066	SHLM	absYeh.noDots	yeh-ar.noDots													
absAlefMaksuraFin	alefMaksura-ar.fina	uni0649.fina		AL	1067	SHLM	absYehFin.noDots	yeh-ar.noDots.fina													
absAlefMaksuraMed	alefMaksura-ar.medi	uni0649.medi		AL	1068	SHLM	absBehNoDotsMed	behDotless-ar.medi													
absAlefMaksuraIni	alefMaksura-ar.init	uni0649.init		AL	1069	SHLM	absBehNoDotsIni	behDotless-ar.init													
absLowAlef	aleflow-ar	uni08AD	08AD	AL	1070	SH										7.0					
absYeh	yeh-ar	uni064A	064A	AL	1071	SHLM	absYeh.noDots	yeh-ar.noDots		_dot2h											
absYehFin	yeh-ar.fina	uni064A.fina		AL	1072	SHLM	absYehFin.noDots	yeh-ar.noDots.fina		_dot2h											
absYehMed	yeh-ar.medi	uni064A.medi		AL	1073	SHLM	absBehNoDotsMed	behDotless-ar.medi		_dot2h											
absYehIni	yeh-ar.init	uni064A.init		AL	1074	SHLM	absBehNoDotsIni	behDotless-ar.init		_dot2h											
absYeh.noDots	yeh-ar.noDots	uni064A.noDots		AL	1075	*															
absYehFin.noDots	yeh-ar.noDots.fina	uni064A.noDots.fina		AL	1076	*															
absYehMed.noDots	yeh-ar.noDots.medi	uni064A.noDots.medi		AL	1077	SHLM	absBehNoDotsMed	behDotless-ar.medi													
absYehIni.noDots	yeh-ar.noDots.init	uni064A.noDots.init		AL	1078	SHLM	absBehNoDotsIni	behDotless-ar.init													
absYehHamzaAbove	yehHamzaabove-ar	uni0626	0626	AL	1079	SHLM	absYeh.noDots	yeh-ar.noDots	_hamza												
absYehHamzaAboveFin	yehHamzaabove-ar.fina	uni0626.fina		AL	1080	SHLM	absYehFin.noDots	yeh-ar.noDots.fina	_hamza												
absYehHamzaAboveMed	yehHamzaabove-ar.medi	uni0626.medi		AL	1081	SHLM	absBehNoDotsMed	behDotless-ar.medi	_hamza												
absYehHamzaAboveIni	yehHamzaabove-ar.init	uni0626.init		AL	1082	SHLM	absBehNoDotsIni	behDotless-ar.init	_hamza												
absYehSmallV	yehVabove-ar	uni06CE	06CE	AL	1083	SHL	absYeh.noDots	yeh-ar.noDots	_smallV												
absYehSmallVFin	yehVabove-ar.fina	uni06CE.fina		AL	1084	SHL	absYehFin.noDots	yeh-ar.noDots.fina	_smallV												
absYehSmallVMed	yehVabove-ar.medi	uni06CE.medi		AL	1085	SHL	absBehNoDotsMed	behDotless-ar.medi	_smallV	_dot2h											
absYehSmallVIni	yehVabove-ar.init	uni06CE.init		AL	1086	SHL	absBehNoDotsIni	behDotless-ar.init	_smallV	_dot2h											
absYehTwoDotsBelowHamzaAbove	yehTwodotsbelowHamzaabove-ar	uni08A8	08A8	AL	1087	SHM	absYeh.noDots	yeh-ar.noDots	_hamza	_dot2h						6.1					
absYehTwoDotsBelowHamzaAboveFin	yehTwodotsbelowHamzaabove-ar.fina	uni08A8.fina		AL	1088	SHM	absYehFin.noDots	yeh-ar.noDots.fina	_hamza	_dot2h						6.1					
absYehTwoDotsBelowHamzaAboveMed	yehTwodotsbelowHamzaabove-ar.medi	uni08A8.medi		AL	1089	SHM	absBehNoDotsMed	behDotless-ar.medi	_hamza	_dot2h						6.1					
absYehTwoDotsBelowHamzaAboveIni	yehTwodotsbelowHamzaabove-ar.init	uni08A8.init		AL	1090	SHM	absBehNoDotsIni	behDotless-ar.init	_hamza	_dot2h						6.1					
absYehTwoDotsBelowDotAbove	yehTwodotsbelowDotabove-ar	uni08A9	08A9	AL	1091	SHM	absYeh.noDots	yeh-ar.noDots	_dot1	_dot2h						6.1					
absYehTwoDotsBelowDotAboveFin	yehTwodotsbelowDotabove-ar.fina	uni08A9.fina		AL	1092	SHM	absYehFin.noDots	yeh-ar.noDots.fina	_dot1	_dot2h						6.1					
absYehTwoDotsBelowDotAboveMed	yehTwodotsbelowDotabove-ar.medi	uni08A9.medi		AL	1093	SHM	absBehNoDotsMed	behDotless-ar.medi	_dot1	_dot2h						6.1					
absYehTwoDotsBelowDotAboveIni	yehTwodotsbelowDotabove-ar.init	uni08A9.init		AL	1094	SHM	absBehNoDotsIni	behDotless-ar.init	_dot1	_dot2h						6.1					
absFarsiYehInvertedV	yehVinverted-farsi	uni063D	063D	AL	1095	SHL	absYeh.noDots	yeh-ar.noDots	_hat							5.1					
absFarsiYehInvertedVFin	yehVinverted-farsi.fina	uni063D.fina		AL	1096	SHL	absYehFin.noDots	yeh-ar.noDots.fina	_hat							5.1					
absFarsiYehInvertedVMed	yehVinverted-farsi.medi	uni063D.medi		AL	1097	SHL	absBehNoDotsMed	behDotless-ar.medi	_hat	_dot2h						5.1					
absFarsiYehInvertedVIni	yehVinverted-farsi.init	uni063D.init		AL	1098	SHL	absBehNoDotsIni	behDotless-ar.init	_hat	_dot2h						5.1					
absFarsiYeh	yeh-farsi	uni06CC	06CC	AL	1099	SHLM	absYeh.noDots	yeh-ar.noDots													
absFarsiYehFin	yeh-farsi.fina	uni06CC.fina		AL	1100	SHLM	absYehFin.noDots	yeh-ar.noDots.fina													
absFarsiYehMed	yeh-farsi.medi	uni06CC.medi		AL	1101	SHLM	absBehNoDotsMed	behDotless-ar.medi		_dot2h											
absFarsiYehIni	yeh-farsi.init	uni06CC.init		AL	1102	SHLM	absBehNoDotsIni	behDotless-ar.init		_dot2h											
absFarsiYehTwoDotsAbove	yehTwodotsabove-farsi	uni063E	063E	AL	1103	SH	absYeh.noDots	yeh-ar.noDots	_dot2h							5.1					
absFarsiYehTwoDotsAboveFin	yehTwodotsabove-farsi.fina	uni063E.fina		AL	1104	SH	absYehFin.noDots	yeh-ar.noDots.fina	_dot2h							5.1					
absFarsiYehTwoDotsAboveMed	yehTwodotsabove-farsi.medi	uni063E.medi		AL	1105	SH	absBehNoDotsMed	behDotless-ar.medi	_dot2h	_dot2h						5.1					
absFarsiYehTwoDotsAboveIni	yehTwodotsabove-farsi.init	uni063E.init		AL	1106	SH	absBehNoDotsIni	behDotless-ar.init	_dot2h	_dot2h						5.1					
absFarsiYehThreeDotsAbove	yehThreedotsabove-farsi	uni063F	063F	AL	1107	SH	absYeh.noDots	yeh-ar.noDots	_dot3u							5.1					
absFarsiYehThreeDotsAboveFin	yehThreedotsabove-farsi.fina	uni063F.fina		AL	1108	SH	absYehFin.noDots	yeh-ar.noDots.fina	_dot3u							5.1					
absFarsiYehThreeDotsAboveMed	yehThreedotsabove-farsi.medi	uni063F.medi		AL	1109	SH	absBehNoDotsMed	behDotless-ar.medi	_dot3u	_dot2h						5.1					
absFarsiYehThreeDotsAboveIni	yehThreedotsabove-farsi.init	uni063F.init		AL	1110	SH	absBehNoDotsIni	behDotless-ar.init	_dot3u	_dot2h						5.1					
absFarsiYehDigitTwoAbove	yehTwoabove-farsi	uni0775	0775	AL	1111	SHL	absYeh.noDots	yeh-ar.noDots	_two							5.1					
absFarsiYehDigitTwoAboveFin	yehTwoabove-farsi.fina	uni0775.fina		AL	1112	SHL	absYehFin.noDots	yeh-ar.noDots.fina	_two							5.1					
absFarsiYehDigitTwoAboveMed	yehTwoabove-farsi.medi	uni0775.medi		AL	1113	SHL	absBehNoDotsMed	behDotless-ar.medi	_two	_dot2h						5.1					
absFarsiYehDigitTwoAboveIni	yehTwoabove-farsi.init	uni0775.init		AL	1114	SHL	absBehNoDotsIni	behDotless-ar.init	_two	_dot2h						5.1					
absFarsiYehDigitThreeAbove	yehThreeabove-farsi	uni0776	0776	AL	1115	SHL	absYeh.noDots	yeh-ar.noDots	_three							5.1					
absFarsiYehDigitThreeAboveFin	yehThreeabove-farsi.fina	uni0776.fina		AL	1116	SHL	absYehFin.noDots	yeh-ar.noDots.fina	_three							5.1					
absFarsiYehDigitThreeAboveMed	yehThreeabove-farsi.medi	uni0776.medi		AL	1117	SHL	absBehNoDotsMed	behDotless-ar.medi	_three	_dot2h						5.1					
absFarsiYehDigitThreeAboveIni	yehThreeabove-farsi.init	uni0776.init		AL	1118	SHL	absBehNoDotsIni	behDotless-ar.init	_three	_dot2h						5.1					
absFarsiYehDigitFourBelow	yehFourbelow-farsi	uni0777	0777	AL	1119	SHL	absYeh.noDots	yeh-ar.noDots		_four						5.1					
absFarsiYehDigitFourBelowFin	yehFourbelow-farsi.fina	uni0777.fina		AL	1120	SHL	absYehFin.noDots	yeh-ar.noDots.fina		_four						5.1					
absFarsiYehDigitFourBelowMed	yehFourbelow-farsi.medi	uni0777.medi		AL	1121	SHL	absBehNoDotsMed	behDotless-ar.medi		_four						5.1					
absFarsiYehDigitFourBelowIni	yehFourbelow-farsi.init	uni0777.init		AL	1122	SHL	absBehNoDotsIni	behDotless-ar.init		_four						5.1					
absYehTail	yehTail-ar	uni06CD	06CD	AL	1123	SHL											moved				
absYehTailFin	yehTail-ar.fina	uni06CD.fina		AL	1124	SHL											moved				
absKashmiriYeh	yehKashmiri-ar	uni0620	0620	AL	1125	SHL	absYeh.noDots	yeh-ar.noDots				_ring				6.0					
absKashmiriYehFin	yehKashmiri-ar.fina	uni0620.fina		AL	1126	SHL	absYehFin.noDots	yeh-ar.noDots.fina				_ring				6.0					
absKashmiriYehMed	yehKashmiri-ar.medi	uni0620.medi		AL	1127	SHL	absBehNoDotsMed	behDotless-ar.medi				_ring				6.0					
absKashmiriYehIni	yehKashmiri-ar.init	uni0620.init		AL	1128	SHL	absBehNoDotsIni	behDotless-ar.init				_ring				6.0					
absE	e-ar	uni06D0	06D0	AL	1129	SHLM	absYeh.noDots	yeh-ar.noDots		_dot2v											
absEFin	e-ar.fina	uni06D0.fina		AL	1130	SHLM	absYehFin.noDots	yeh-ar.noDots.fina		_dot2v											
absEMed	e-ar.medi	uni06D0.medi		AL	1131	SHLM	absBehNoDotsMed	behDotless-ar.medi		_dot2v											
absEIni	e-ar.init	uni06D0.init		AL	1132	SHLM	absBehNoDotsIni	behDotless-ar.init		_dot2v											
absYehThreeDotsBelow	yehThreedotsbelow-ar	uni06D1	06D1	AL	1133	SHLM	absYeh.noDots	yeh-ar.noDots		_dot3d											
absYehThreeDotsBelowFin	yehThreedotsbelow-ar.fina	uni06D1.fina		AL	1134	SHLM	absYehFin.noDots	yeh-ar.noDots.fina		_dot3d											
absYehThreeDotsBelowMed	yehThreedotsbelow-ar.medi	uni06D1.medi		AL	1135	SHLM	absBehNoDotsMed	behDotless-ar.medi		_dot3d											
absYehThreeDotsBelowIni	yehThreedotsbelow-ar.init	uni06D1.init		AL	1136	SHLM	absBehNoDotsIni	behDotless-ar.init		_dot3d											
absYehTwoDotsBelowNoonAbove	yehTwodotsbelowNoonabove-ar	uni08BA	08BA	AL	1137	SH	absYeh.noDots	yeh-ar.noDots	_noon	_dot2h						9.0					
absYehTwoDotsBelowNoonAboveFin	yehTwodotsbelowNoonabove-ar.fina	uni08BA.fina		AL	1138	SH	absYehFin.noDots	yeh-ar.noDots.fina	_noon	_dot2h						9.0					
absYehTwoDotsBelowNoonAboveMed	yehTwodotsbelowNoonabove-ar.medi	uni08BA.medi		AL	1139	SH	absBehNoDotsMed	behDotless-ar.medi	_noon	_dot2h						9.0					
absYehTwoDotsBelowNoonAboveIni	yehTwodotsbelowNoonabove-ar.init	uni08BA.init		AL	1140	SH	absBehNoDotsIni	behDotless-ar.init	_noon	_dot2h						9.0					
absYehBarree	yehbarree-ar	uni06D2	06D2	AL	1141	SHLM															
absYehBarreeFin	yehbarree-ar.fina	uni06D2.fina		AL	1142	SHL															
absYehBarreeHamzaAbove	yehbarreeHamzaabove-ar	uni06D3	06D3	AL	1143	SHLM	absYehBarree	yehbarree-ar	_hamza												
absYehBarreeHamzaAboveFin	yehbarreeHamzaabove-ar.fina	uni06D3.fina		AL	1144	SHLM	absYehBarreeFin	yehbarree-ar.fina	_hamza												
absYehBarreeDigitTwoAbove	yehbarreeTwoabove-ar	uni077A	077A	AL	1145	SHL	absYehBarree	yehbarree-ar	_two							5.1					
absYehBarreeDigitTwoAboveFin	yehbarreeTwoabove-ar.fina	uni077A.fina		AL	1146	SHL	absYehBarreeFin	yehbarree-ar.fina	_two							5.1					
absYehBarreeDigitTwoAboveMed	yehbarreeTwoabove-ar.medi	uni077A.medi		AL	1147	SHL	absBehNoDotsMed	behDotless-ar.medi	_two	_dot2h						5.1					
absYehBarreeDigitTwoAboveIni	yehbarreeTwoabove-ar.init	uni077A.init		AL	1148	SHL	absBehNoDotsIni	behDotless-ar.init	_two	_dot2h						5.1					
absYehBarreeDigitThreeAbove	yehbarreeThreeabove-ar	uni077B	077B	AL	1149	SHL	absYehBarree	yehbarree-ar	_three							5.1					
absYehBarreeDigitThreeAboveFin	yehbarreeThreeabove-ar.fina	uni077B.fina		AL	1150	SHL	absYehBarreeFin	yehbarree-ar.fina	_three							5.1					
absYehBarreeDigitThreeAboveMed	yehbarreeThreeabove-ar.medi	uni077B.medi		AL	1151	SHL	absBehNoDotsMed	behDotless-ar.medi	_three	_dot2h						5.1					
absYehBarreeDigitThreeAboveIni	yehbarreeThreeabove-ar.init	uni077B.init		AL	1152	SHL	absBehNoDotsIni	behDotless-ar.init	_three	_dot2h						5.1					
absRohingyaYeh	yehRohingya-ar	uni08AC	08AC	AL	1153	SH										6.1	absFehNoTailTwoDotsBelow				
absRohingyaYehFin	yehRohingya-ar.fina	uni08AC.fina		AL	1154	SH										6.1	absFehNoTailTwoDotsBelowFin				
absHighHamzaYeh	highhamzaYeh-ar	uni0678	0678	AL	1155	SHL	absYeh.noDots	yeh-ar.noDots	_highHamza												
absHighHamzaYehFin	highhamzaYeh-ar.fina	uni0678.fina		AL	1156	SHL	absYehFin.noDots	yeh-ar.noDots.fina	_highHamza												
absHighHamzaYehMed	highhamzaYeh-ar.medi	uni0678.medi		AL	1157	SHL	absBehNoDotsMed	behDotless-ar.medi	_highHamza												
absHighHamzaYehIni	highhamzaYeh-ar.init	uni0678.init		AL	1158	SHL	absBehNoDotsIni	behDotless-ar.init	_highHamza												
absTatweel	kashida-ar	uni0640	0640	AL	1159	*															
absAutoKashida	absAutoKashida	absAutoKashida		AL	1160	*											unused?				
absSmallHighSadMark	sadabove-ar	uni0610	0610	NSM	1161	SHL															5A
absSmallHighAinMark	ainabove-ar	uni0611	0611	NSM	1162	SHL															5A
absNameMarker	takhallusabove-ar	uni0614	0614	NSM	1163	SHL															5A
absSmallHighTah	tahabove-ar	uni0615	0615	NSM	1164	SHL															5A
absSmallHighAlefLamYeh	alefLamYehabove-ar	uni0616	0616	NSM	1165	SH										5.1					5A
absSmallHighZain	zainabove-ar	uni0617	0617	NSM	1166	SH										5.1					5A
absSmallFatha	fathasmall-ar	uni0618	0618	NSM	1167	SH										5.1					3A
absSmallDamma	dammasmall-ar	uni0619	0619	NSM	1168	SH										5.1					3A
absSmallKasra	kasrasmall-ar	uni061A	061A	NSM	1169	SH										5.1					2B
absTripleDotPunct	threedots-ar	uni061E	061E	AL	1170	SHLM															
absWavyHamzaBelow	wavyhamzabelow-ar	uni065F	065F	NSM	1171	SHL										6.0					2B
absSuperscriptAlef	alefabove-ar	uni0670	0670	NSM	1172	SHLM															2A
absSuperscriptAlef.large	alefabove-ar.large	uni0670.large		NSM	1173	SHL														cv76=2	2A
absSubscriptAlef	alefbelow-ar	uni0656	0656	NSM	1174	SHLM															2B
absHamzaAbove	hamzaabove-ar	uni0654	0654	NSM	1175	SHLM															1A
absHamzaBelow	hamzabelow-ar	uni0655	0655	NSM	1176	SHLM															1B
absFathatan	fathatan-ar	uni064B	064B	NSM	1177	*															3A
